direccion,telefono,paginaweb,email,provincia_url,empresa_url
"Av. de la Verge de Montserrat, 44, 4ºC, 08820 El Prat de Llobregat, Barcelona",934 28 02 06,https://disetcontroldeplagas.com,info@disetcontroldeplagas.com,https://amisando.es/servicios/barcelona/,https://amisando.es/servicios/barcelona/el-prat-de-llobregat/diset-control-plagas-el-prat-de-llobregat/
"C/ de Balmes, 143, 08008 Barcelona",692 66 88 11,https://bioseguridad.eu,,https://amisando.es/servicios/barcelona/,https://amisando.es/servicios/barcelona/control-de-plagas-bioseguridad-s-l-barcelona/
"C/ de la Nena Casas, 71, 08017 Barcelona",934 05 01 40,https://depec.es,admin28@depec.es,https://amisando.es/servicios/barcelona/,https://amisando.es/servicios/barcelona/control-de-plagas-depec-barcelona/
No se ha proporcionado,932 22 65 96,https://anticimex.es,protecciondedatos@anticimex.com.es,https://amisando.es/servicios/barcelona/,https://amisando.es/servicios/barcelona/abrera/control-de-plagas-anticimex-3d-barcelona-abrera/
"C/ de Nàpols, 31, Bajos, 08018 Barcelona",933 09 88 92,https://apinsa.com,apinsa@apinsa.com,https://amisando.es/servicios/barcelona/,https://amisando.es/servicios/barcelona/control-de-plagas-apinsa-cataluna-barcelona/
"Polígono Industrial, Urazandi, Parcela 1, Nave 4, 48950 Erandio, Biscay",900 901 076,https://rentokil.com,,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/erandio/rentokil-initial-control-de-plagas-en-bizkaia-erandio/
"Salsidu Etorbidea, 40, Bajo, 48991 Getxo, Biscay",944 30 24 83,https://desinfeccionesabando.com,info@desinfeccionesabando.com,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/getxo/abando-control-de-plagas-getxo/
"Berezikoetxe Kalea, 3, 48960 Galdakao, Bizkaia",944 57 21 98,https://parasitec.com,,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/galdacano/control-de-plagas-parasitec-galdacano/
"Pol. Ind.: Erletxe Platf. i Nave 16, 48960 Galdakao, Biscay",946 00 90 60,https://insec.es,insec@insec.es,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/galdacano/insec-control-de-plagas-sanidad-ambiental-galdacano/
"Calle Gaztelubide n°3 lonja, 48930 Leioa, Bizkaia",675 71 99 22,https://sanen.es,sanidadambiental@sanen.es,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/leioa/control-de-plagas-bilbao-sanen-leioa/
"Beurkozarra Kalea, Pab. 34, n° 3, 48902 Barakaldo, Biscay",944 24 11 31,https://hcpcontroldeplagas.com,%20info@hcpcontroldeplagas.com,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/baracaldo/hcp-higiene-y-control-de-plagas-baracaldo/
"Gatzarriñe Kalea, 67, B, 48600 Sopelana, Biscay",609 41 44 41,https://mvgarden.com,cliente@mvgarden.com,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/sopelana/control-de-aves-mundo-verde-garden-center-sopelana/
No se ha proporcionado,677 67 80 36,https://fervilcontroldeplagas.com,info@fervilcontroldeplagas.com,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/abadino/control-de-plagas-fervil-abadino/
No se ha proporcionado,944 98 79 70,https://anticimex.es,protecciondedatos@anticimex.com.es,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/abadino/control-de-plagas-anticimex-3d-bizkaia-abadino/
"Erronda Kalea, 27, 48005 Bilbo, Bizkaia",944 31 93 06,https://desinfeccionesabando.com,info@desinfeccionesabando.com,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/bilbao/control-de-plagas-desinfecciones-abando-bilbao/
"Barrio, Arteagoiti Kalea, 7, Pab. 5, 48970 Elexalde, Bizkaia",944 40 90 98,https://biotik.es,biotik@biotik.es,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/elexalde/control-de-plagas-biotik-elexalde/
"Cabieces Plaza, 13, 48980 Sanfuentes, Bizkaia",679 70 76 56,https://dupratplagas.com,info@dupratplagas.com,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/sanfuentes/duprat-control-de-plagas-sanfuentes/
"Polígono Industrial, Urazandi, Parcela 1, Nave 4, 48950 Erandio, Biscay",900 901 076,https://termitas-y-carcoma.es,,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/erandio/control-de-plagas-rentokil-tecma-erandio/
"Calle Gaztelondo, 5, Módulo, 51, Planta 3ª, 48002 Bilbao, Biscay",944 21 80 20,https://fuminor.com,fuminor@fuminor.com,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/bilbao/control-de-plagas-fuminor-bilbao/
No se ha proporcionado,944 30 12 17,https://controldeplagasbilbao.es,web@controldeplagasbilbao.es,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/abadino/control-de-plagas-bilbao-abadino/
"Lurkizaga Kalea, 4, 48902 Barakaldo, Bizkaia",944 99 70 22,https://afidesinfecciones.com,info@afidesinfecciones.com,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/baracaldo/control-de-plagas-afi-desinfecciones-s-l-baracaldo/
"C. Jon Arrospide Kalea, 11, 48014 Bilbao, Biscay",944 47 68 88,https://plagasbilbao.com,info@plagasbilbao.com,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/bilbao/control-de-plagas-desinfecciones-sitehisa-bilbao/
"Pol. Industrial Isasi, Bº Zubiete 40B, Nave 16, 48192, Biscay",946 79 90 17,https://ambilur.com,ambilur@ambilur.net,https://amisando.es/servicios/bizkaia/,https://amisando.es/servicios/bizkaia/zubiete/control-de-plagas-ambilur-zubiete/
"C. Azorín, 10, 09005 Burgos",947 25 65 40,https://ezsa.es,ezsa@ezsa.es,https://amisando.es/servicios/burgos/,https://amisando.es/servicios/burgos/desinsectaciones-patrocinado-burgos/
"Naves Taglosa, C. Vitoria, 274, Nave 159, 09007 Burgos",947 10 62 63,https://plaguibur.com,,https://amisando.es/servicios/burgos/,https://amisando.es/servicios/burgos/plaguibur-burgos/
No se ha proporcionado,976 10 61 16,https://quimerabs.es,info@quimerabs.es,https://amisando.es/servicios/burgos/,https://amisando.es/servicios/burgos/abanto/control-de-aves-quimera-bs-abanto/
"C. Azorín, 10, 09005 Burgos",947 25 65 40,https://ezsa.es,ezsa@ezsa.es,https://amisando.es/servicios/burgos/,https://amisando.es/servicios/burgos/ezsa-sanidad-ambiental-expertos-en-control-de-plagas-burgos/
"Av. Pedernales, 48, nave 6, 09195 Villagonzalo Pedernales, Burgos",947 20 83 27,https://bolymer.es,info@bolymer.es,https://amisando.es/servicios/burgos/,https://amisando.es/servicios/burgos/villagonzalo-pedernales/control-de-plagas-bolymer-comercial-sl-villagonzalo-pedernales/
"C/ de Sta. Teresa, 45, 09200 Miranda de Ebro, Burgos",947 32 44 21,https://Ficha de GMB,,https://amisando.es/servicios/burgos/,https://amisando.es/servicios/burgos/miranda-de-ebro/fumigaciones-vimas-s-l-miranda-de-ebro/
"Av. Castilla, 12, 09400 Aranda de Duero, Burgos",947 50 96 71,https://deproal.es,deproal@deproal.es,https://amisando.es/servicios/burgos/,https://amisando.es/servicios/burgos/aranda-de-duero/control-de-termitas-deproal-aranda-de-duero/
No se ha proporcionado,655 48 42 79,https://naturplagas.com,info@naturplagas.com,https://amisando.es/servicios/caceres/,https://amisando.es/servicios/caceres/abadia/naturplagascaceres-abadia/
"PLaza de Triana, 3, 10800 Coria, Cáceres",659 92 14 72,https://termitastratamientos.es,lajara.luisangel@yahoo.es,https://amisando.es/servicios/caceres/,https://amisando.es/servicios/caceres/coria/lajara-control-de-plagas-coria/
"Av. Martín Palomino, 70, Nave 1, 10600 Plasencia, Cáceres",927 42 42 94,https://mhcservicios.com,mhc@grupomhc.com,https://amisando.es/servicios/caceres/,https://amisando.es/servicios/caceres/plasencia/control-de-plagas-mhc-servicios-plasencia/
"Antigua Carretera N-V kms 179,400 Calle 36, Nave B1, 10300 Navalmoral de la Mata, Cáceres",621 27 40 67,https://sinplagas2020.com,info@sinplagas2020.com,https://amisando.es/servicios/caceres/,https://amisando.es/servicios/caceres/navalmoral-de-la-mata/sinplagas2020-navalmoral-de-la-mata/
"C. Antonio Floriano Cumbreño, 7, 10005 Cáceres",927 23 84 88,https://desintex.com,desintex@desintex.com,https://amisando.es/servicios/caceres/,https://amisando.es/servicios/caceres/control-de-plagas-desintex-caceres/
"POL. EMPRESARIAL MEJOSTILLA, C. Pitágoras, 17, 10004 Cáceres",927 21 27 74,https://trainexsl.com,info@trainexsl.com,https://amisando.es/servicios/caceres/,https://amisando.es/servicios/caceres/trainex-control-de-plagas-y-sanidad-ambiental-caceres/
"Av. de España, 32, 10600 Plasencia, Cáceres",633 71 05 58,https://plasanam.com,,https://amisando.es/servicios/caceres/,https://amisando.es/servicios/caceres/plasencia/control-de-plagas-placentina-de-sanidad-ambiental-plasencia/
No se ha proporcionado,682 03 49 10,https://tecniplagas.es,info@tecniplagas.es,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/alcala-de-los-gazules/tecniplagas-pest-control-control-de-plagas-fumigaciones-aljibes-cucarachas-ratas-avispas-termitas-hormigas-alcala-de-los-gazules/
"C. San Diego de Alcalá, 16, 11140 Conil de la Frontera, Cádiz",659 56 29 25,https://Ficha de GMB,,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/conil-de-la-frontera/urban-plagas-conil-conil-de-la-frontera/
No se ha proporcionado,658 83 78 76,https://guadalplaga.es,info@guadalplaga.es,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/alcala-de-los-gazules/guadalplaga-alcala-de-los-gazules/
"C. Balandro, 11300 El Zabal, Cádiz",956 17 50 66,https://plagasur.com,plagasur@plagasur.com,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/el-zabal/plagasur-s-l-el-zabal/
"C. Jesús Nazareno, 64, a, 11600 Ubrique, Cádiz",608 55 15 52,https://grupoplagasur.com,,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/ubrique/plagasur-sl-ubrique/
"C. Camarón de la Isla, 13, 11405 Jerez de la Frontera, Cádiz",657 35 73 78,https://Ficha de GMB,,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/jerez-de-la-frontera/tcontrol-jerez-de-la-frontera/
No se ha proporcionado,956 33 47 18,https://jmcontroldeplagas.es,webmaster@controldeplagasjerez.es,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/alcala-de-los-gazules/jm-control-de-plagas-alcala-de-los-gazules/
"C. Zambia, 22, 11408 Jerez de la Frontera, Cádiz",956 14 71 23,https://timermans.com,,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/jerez-de-la-frontera/control-de-plagas-timermans-jerez-de-la-frontera/
"C. los Artesanos, 29, 11130 Chiclana de la Frontera, Cádiz",856 15 57 22,https://puntoplaga.com,contacto@puntoplaga.com,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/chiclana-de-la-frontera/punto-plaga-chiclana-de-la-frontera/
"C. Maestro Portela, 36, 11100 San Fernando, Cádiz",956 88 42 83,https://islaplagas.com,%20islaplagas@islaplagas.es,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/san-fernando/islaplagas-salud-e-higiene-ambiental-san-fernando/
"C. Malta, 65, 11408 Jerez de la Frontera, Cádiz",607 51 67 51,https://ambiplag.es,jesus@ambiplag.es,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/jerez-de-la-frontera/ambiplag-jerez-de-la-frontera/
No se ha proporcionado,630 15 19 10,https://rusticoluscontrol.com,info@rusticoluscontrol.com,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/alcala-de-los-gazules/rusticolus-control-alcala-de-los-gazules/
"Av. Alcalde Cantos Ropero, 51, nave 28, 11408 Jerez de la Frontera, Cádiz",956 14 52 27,https://plagatex.com,info@plagatex.com,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/jerez-de-la-frontera/plagatex-jerez-de-la-frontera/
"C. Sta. Teresa, 1, 11591 Guadalcacín, Cádiz",616 55 86 75,https://elexterminadordejerez.com,%20info@elexterminadordejerez.com,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/guadalcacin/control-de-plagas-el-exterminador-de-jerez-guadalcacin/
"C. Gregorio Marañón, 11, 11370 Los Barrios, Cádiz",956 62 01 67,https://coinpla.com,,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/los-barrios/control-de-plagas-coinpla-los-barrios/
"C. Francisco Amado, 20, 11311 Guadiaro, Cádiz",609 03 19 50,https://sotopest.es,,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/guadiaro/control-de-plagas-sotopest-guadiaro/
"Calle Dr. José Valverde Álvarez, 2, LOCAL, 11540 Sanlúcar de Barrameda, Cádiz",956 38 11 63,https://xn--fumigadorasanluquea-s2a36h.com,,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/sanlucar-de-barrameda/fumigadora-sanluquena-sanlucar-de-barrameda/
"C. República Saharaui, 16, 11406 Jerez de la Frontera, Cádiz",956 32 19 06,https://sanitulplagas.com,info@sanitulplagas.com,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/jerez-de-la-frontera/sanitul-control-de-plagas-jerez-de-la-frontera/
"Calle Marruecos, 6, Nave 18, 11408 Jerez de la Frontera, Cádiz",956 32 09 97,https://fumiserv.com,admon@fumiserv.com,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/jerez-de-la-frontera/control-de-plagas-grupo-fumiserv-jerez-de-la-frontera/
No se ha proporcionado,644 68 16 44,https://aves-rapaces-cadiz.es,,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/alcala-de-los-gazules/control-de-aves-cetreria-las-lagunas-alcala-de-los-gazules/
"C. Alemania, 9, 11370 Los Barrios, Cádiz",956 62 11 66,https://plagasur.com,plagasur@plagasur.com,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/los-barrios/plagasur-s-l-los-barrios/
"C. Curtidores, 30, 11500 El Puerto de Sta María, Cádiz",956 87 48 90,https://desintesa.net,infoweb@desintesa.net,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/el-puerto-de-sta-maria/desintesa-control-de-plagas-higiene-ambiental-el-puerto-de-sta-maria/
"Calle de, C. Nuño Fernández, 4, Bloque, 3º D, 11207 Algeciras, Cádiz",956 60 38 08,https://Ficha de GMB,,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/algeciras/control-de-plagas-comercial-linares-amado-algeciras/
"C. del Desarrollo, 4, 11407 Jerez de la Frontera, Cádiz",956 31 78 98,https://plagacon.com,info@plagacon.com,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/jerez-de-la-frontera/plagacon-jerez-de-la-frontera/
"Polígono industrial Las Salinas, C. Pantano, 7, 11500 El Puerto de Sta María, Cádiz",637 15 96 58,https://puertoplaga.com,info@puertoplaga.com,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/el-puerto-de-sta-maria/puerto-plaga-el-puerto-de-sta-maria/
"Pol. Ind. el Portal, C. Zambia, 22, 11408 Jerez de la Frontera, Cádiz",956 14 71 23,https://pescont3.com,pescont3@pescont3.com,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/jerez-de-la-frontera/pescont-3-control-de-plagas-jerez-de-la-frontera/
"Ind Menacha, Av. Campo de Gibraltar, 5 N, 2 ( Pol, 11204 Algeciras, Cádiz",956 66 12 25,https://coplagacg.com,administracion@coplagacg.com,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/algeciras/coplaga-campo-de-gibraltar-algeciras/
No se ha proporcionado,951 10 89 71,https://anticimex.es,protecciondedatos@anticimex.com.es,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/alcala-de-los-gazules/control-de-plagas-anticimex-3d-malaga-alcala-de-los-gazules/
No se ha proporcionado,856 65 84 70,https://anticimex.es,protecciondedatos@anticimex.com.es,https://amisando.es/servicios/cadiz/,https://amisando.es/servicios/cadiz/alcala-de-los-gazules/control-de-plagas-anticimex-3d-cadiz-alcala-de-los-gazules/
"Pol. Ind. Morero, Parcela, 2-7, 39611 Guarnizo, Cantabria",942 48 02 94,https://mddesinfeccion.com,administracion@mdesinf.com,https://amisando.es/servicios/cantabria/,https://amisando.es/servicios/cantabria/guarnizo/control-de-plagas-anticimex-montanesa-de-desinfeccions-l-guarnizo/
No se ha proporcionado,649 68 76 04,https://ambivet.es,info@ambivet.es,https://amisando.es/servicios/cantabria/,https://amisando.es/servicios/cantabria/alfoz-de-lloredo/control-de-plagas-ambivet-sanidad-ambiental-s-l-alfoz-de-lloredo/
No se ha proporcionado,692 68 10 48,https://tesacop.es,tesacop@tesacop.es,https://amisando.es/servicios/cantabria/,https://amisando.es/servicios/cantabria/alfoz-de-lloredo/control-de-plagas-tesacop-alfoz-de-lloredo/
"C. Hermanos Torre Oruña, 16, 39600 Camargo, Cantabria",619 27 26 03,https://cantabricadeservicios.com,,https://amisando.es/servicios/cantabria/,https://amisando.es/servicios/cantabria/camargo/control-de-plagas-cash-camargo/
"C. Juan de la Cosa, 65, 39740 Santoña, Cantabria",608 92 49 68,https://cantabriadesinfeccion.com,cantabraddd@hotmail.es,https://amisando.es/servicios/cantabria/,https://amisando.es/servicios/cantabria/santona/control-de-plagas-cantabra-desinfeccion-santona/
No se ha proporcionado,622 29 61 97,https://descan.es,info@descan.es,https://amisando.es/servicios/cantabria/,https://amisando.es/servicios/cantabria/alfoz-de-lloredo/descan-tratamiento-y-control-de-plagas-nocivas-s-l-alfoz-de-lloredo/
"Polígono de Trascueto, parcela 4, 39600 Revilla de Camargo, Cantabria",942 25 50 54,https://fernando-santamaria.com,%20info@fernando-santamaria.com,https://amisando.es/servicios/cantabria/,https://amisando.es/servicios/cantabria/revilla-de-camargo/control-de-plagas-fernando-santamaria-revilla-de-camargo/
No se ha proporcionado,961 03 46 67,https://anticimex.es,protecciondedatos@anticimex.com.es,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/ain/control-de-plagas-anticimex-3d-valencia-ain/
"Plaza del, Plaça del Llaurador, 2, 12170 Sant Mateu, Castellón",964 41 60 13,https://trahicsa.com,info@trahicsa.com,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/san-mateo/control-de-plagas-trahicsa-tractaments-higienics-sanitaris-del-llevant-s-l-san-mateo/
"Pol. Ind. Ramonet, La calle de la Terrissa, 3, 12550 Almassora, Castellón",964 06 51 93,https://Ficha de GMB,,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/almazora/control-de-plagas-cipe-almazora/
"Carretera, CV-10, Km 77, 12186 La Salzadella, Castellón",964 41 93 04,https://addaops.com,info@addaops.com,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/salsadella/control-de-aves-adda-ops-s-a-salsadella/
"Cdad. del Transporte, C. Cuadra Saboner Ctr, 170, 12006 Castellón de la Plana, Castellón",964 52 23 72,https://stoplagas.com,%20info@stoplagas.com,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/castellon-de-la-plana/stoplagas-sanidad-ambiental-castellon-de-la-plana/
"Carrer Cavallers, 47, 12001 Castelló de la Plana, Castelló",964 72 20 07,https://lahormigaradical.es,info@lahormigaradical.es,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/castellon-de-la-plana/control-de-plagas-la-hormiga-radical-castellon-de-la-plana/
No se ha proporcionado,659 73 00 06,https://mediterraniaplagas.com,info@mediterraniaplagas.com,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/ain/mediterrania-control-de-plagas-ain/
"carrer dels, Carrer Caragols, 7A, 12006 Castellón de la Plana, Castellón",697 31 01 11,https://desinfeccionescastellon.es,info@desinfeccionescastellon.es,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/castellon-de-la-plana/control-de-plagas-desinfecciones-castellon-castellon-de-la-plana/
"C. Cala Puntal Ad, 20, 12500 Vinaròs, Castellón",606 88 57 08,https://diccofacilities.com,info@diccofacilities.com,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/vinaros/dicco-control-de-plagas-vinaros/
"Carrer Caragols, 7, 12006 Castelló de la Plana, Castelló",964 21 90 40,https://jm-soluciones.es,,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/castellon-de-la-plana/control-de-plagas-jmsoluciones-llc-castellon-de-la-plana/
No se ha proporcionado,637 74 78 75,https://juanricardoginer.es,cervindes@gmail.com,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/ain/fumigaciones-giner-ain/
"Carrer Josep Mascarós, 33, 12110 L'Alcora, Castelló",656 69 46 56,https://celterra.es,,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/alcora/celterra-eficiencia-contra-plagas-alcora/
"12400 Segorbe, Castellón",964 71 00 00,https://Ficha de GMB,,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/segorbe/control-de-plagas-comercial-gimeno-segorbe/
"POL. IND. CARDANELLES CALLE B, NAVE 18, 12520 Nules, Castelló",678 56 96 19,https://Ficha de GMB,,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/nules/flit-control-de-plagas-nules/
"Carrer Betxí, 36, 12540 Vila-real, Castelló",649 93 43 70,https://controldeplagas.eu,info@controldeplagas.eu,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/villarreal/nomasbixos-control-de-plagas-villarreal/
"Olocau del Rey, Pol. Ind, Cam. Fadrell, 12005 Castellón de la Plana, Castellón",964 25 65 53,https://gpmservi.com,info@gpmservi.com,https://amisando.es/servicios/castellon/,https://amisando.es/servicios/castellon/castellon-de-la-plana/control-de-plagas-gpm-servi-castellon-de-la-plana/
"Poligono Virgen de África, nº10, 2ºA, 51001 Ceuta",606 06 29 76,https://ecoservicios.es,adminiostracion@ecoservicios.es,https://amisando.es/servicios/ceuta/,https://amisando.es/servicios/ceuta/control-de-plagas-ecoservicios-ambientales-ceuta/
"C. la Cuerda, 8, 13160 Torralba de Calatrava, Ciudad Real",605 20 76 76,https://alvector.es,,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/torralba-de-calatrava/alvector-control-de-plagas-s-l-torralba-de-calatrava/
"C. Canal del Gran Prior, 1, 13600 Alcázar de San Juan, Ciudad Real",618 27 80 61,https://quijoteelhidalgo.com,info@quijoteelhidalgo.com,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/alcazar-de-san-juan/control-de-plagas-quijote-el-hidalgo-sl-alcazar-de-san-juan/
"C. Olivos, 3, 45200 Illescas, Toledo",925 54 18 62,https://alcebo.com,,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/abenojar/control-de-aves-abenojar/
"Avda. Las Tinajas con, C. la Bota, 32, 13300 Valdepeñas, Ciudad Real",677 24 47 27,https://xn--controldeplagasvaldepeas-mlc.com,clientesmedamval@hotmail.com,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/valdepenas/medamval-control-de-plagas-valdepenas/
"Calle Del Gral. Margallo, 11, 13300 Valdepeñas, Ciudad Real",926 32 24 74,https://solplaga.com,info@solplaga.com,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/valdepenas/solplaga-valdepenas/
"C. Cantería, 3, 13710 Argamasilla de Alba, Ciudad Real",926 52 15 65,https://gestisan.net,info@gestisan.net,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/argamasilla-de-alba/control-de-plagas-gestisan-argamasilla-de-alba/
No se ha proporcionado,678 63 31 67,https://halconerosdecastilla.com,info@halconerosdecastilla.com,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/abenojar/control-de-aves-halconeros-de-castilla-abenojar/
"C. Lentisco, 18, 13600 Alcázar de San Juan, Ciudad Real",649 70 16 58,https://manchasalud.es,rafaelmorenoprada@gmail.com,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/alcazar-de-san-juan/control-de-plagas-mancha-salud-alcazar-de-san-juan/
"Polígono Industrial Las Escuadras C/Hosteleros, s/n, 13240 La Solana, Ciudad Real",926 64 50 15,https://Ficha de GMB,,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/la-solana/sadi-control-de-plagas-en-ciudad-real-la-solana/
"C. Cisne, 21, 13700 Tomelloso, Ciudad Real",615 83 20 29,https://explaga.es,info@explaga.es,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/tomelloso/control-de-plagas-explaga-tomelloso/
"C. Tenerife, 22, 13600 Alcázar de San Juan, Ciudad Real",675 56 79 75,https://higiaiberica.com,info@higiaiberica.com,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/alcazar-de-san-juan/control-de-carcoma-higia-ciudad-real-alcazar-de-san-juan/
No se ha proporcionado,722 72 60 46,https://ccrcontrol.com,info@ccrcontrol.com,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/abenojar/ccr-control-de-plagas-abenojar/
"Pol. Ind. El Cabezuelo I, Ctra. Puertollano 33, 13440 Argamasilla de Calatrava, Ciudad Real",900 929 995,https://arteambiental.es,info@grupoarte.es,https://amisando.es/servicios/ciudad-real/,https://amisando.es/servicios/ciudad-real/argamasilla-de-calatrava/arte-gestion-ambiental-grupo-arte-expertos-en-control-de-plagas-y-legionella-argamasilla-de-calatrava/
"Camino Abejorreras II Nº 21, 14005 Córdoba",629 66 75 75,https://controldeplagas.online,,https://amisando.es/servicios/cordoba/,https://amisando.es/servicios/cordoba/el-fumigador-cordoba/
"C. Rubí, 21, 14014 Córdoba",957 26 60 81,https://mrserviciosmedioambientales.com,info@mrserviciosmedioambientales.com,https://amisando.es/servicios/cordoba/,https://amisando.es/servicios/cordoba/control-de-plagas-mr-servicios-medioambientales-sl-cordoba/
"Campo San Antón, 7, 14010 Córdoba",957 95 46 73,https://tecnisan.com,info@tecnisan.com,https://amisando.es/servicios/cordoba/,https://amisando.es/servicios/cordoba/control-de-plagas-tecnisan-sanidad-ambiental-s-l-cordoba/
"Pintor Torrado, 10, 14006 Córdoba",957 20 29 20,https://zoocontrol.eu,contacto@zoocontrol.eu,https://amisando.es/servicios/cordoba/,https://amisando.es/servicios/cordoba/zoocontrol-cordoba/
"Poli. Pedroches, Av. Agrupación Córdoba, 19, Nave 18B, 14014 Córdoba",957 10 43 43,https://cordoplagas.com,,https://amisando.es/servicios/cordoba/,https://amisando.es/servicios/cordoba/cordoplagas-cordobesa-de-control-de-plagas-e-higiene-s-l-u-cordoba/
"Carretera deCarretera de la Paz, 33, 14100 La Carlota, Córdoba",637 40 93 70,https://agroteco.es,info@agroteco.es,https://amisando.es/servicios/cordoba/,https://amisando.es/servicios/cordoba/la-carlota/control-de-plagas-agroteco-la-carlota/
"Crta.Casilla s/n, 14005 Córdoba",957 05 31 43,https://sadeco.es,buzon@sadeco.es,https://amisando.es/servicios/cordoba/,https://amisando.es/servicios/cordoba/control-de-plagas-sadeco-sanidad-y-bienestar-animal-cordoba/
No se ha proporcionado,857 80 72 24,https://anticimex.es,protecciondedatos@anticimex.com.es,https://amisando.es/servicios/cordoba/,https://amisando.es/servicios/cordoba/adamuz/control-de-plagas-anticimex-3d-cordoba-adamuz/
